1.000000000000000000e+00 7.919000000000000000e+03 7.945999999999999730e+00 5.041000000000000342e-03
1.002999999999999892e+00 7.868000000000000000e+03 7.943999999999999950e+00 5.065000000000000058e-03
1.006000000000000005e+00 7.817000000000000000e+03 7.942000000000000171e+00 5.088999999999999774e-03
1.006000009999999945e+00 8.005000000000000000e+03 7.942000000000000171e+00 5.088999999999999774e-03
1.500000000000000000e+00 3.283000000000000000e+03 7.527000000000000135e+00 9.294000000000000178e-03
2.000000000000000000e+00 1.657000000000000000e+03 7.062999999999999723e+00 1.353000000000000036e-02
3.000000000000000000e+00 6.085000000000000000e+02 6.155000000000000249e+00 2.151000000000000134e-02
3.537000000000000366e+00 4.003000000000000114e+02 5.708999999999999631e+00 2.545999999999999999e-02
3.537000010000000305e+00 7.723999999999999773e+02 5.708999999999999631e+00 2.545999999999999999e-02
3.631000000000000227e+00 7.238999999999999773e+02 5.634999999999999787e+00 2.612000000000000086e-02
3.726999999999999869e+00 6.782000000000000455e+02 5.560999999999999943e+00 2.679000000000000131e-02
3.727000009999999808e+00 8.543999999999999773e+02 5.560999999999999943e+00 2.679000000000000131e-02
4.000000000000000000e+00 7.176000000000000227e+02 5.352000000000000313e+00 2.866000000000000145e-02
4.017999999999999794e+00 7.096000000000000227e+02 5.338000000000000078e+00 2.878000000000000003e-02
4.018000009999999733e+00 7.892000000000000455e+02 5.338000000000000078e+00 2.878000000000000003e-02
4.177000000000000490e+00 7.157999999999999545e+02 5.222000000000000419e+00 2.982999999999999888e-02
4.341000000000000192e+00 6.492999999999999545e+02 5.105000000000000426e+00 3.090999999999999998e-02
4.341000010000000131e+00 9.258999999999999773e+02 5.105000000000000426e+00 3.090999999999999998e-02
4.474999999999999645e+00 8.646000000000000227e+02 5.012999999999999901e+00 3.176999999999999963e-02
4.612000000000000099e+00 8.073999999999999773e+02 4.921000000000000263e+00 3.264000000000000234e-02
4.612000010000000039e+00 9.376000000000000227e+02 4.921000000000000263e+00 3.264000000000000234e-02
4.773000000000000576e+00 8.632999999999999545e+02 4.814000000000000057e+00 3.364999999999999936e-02
4.939000000000000057e+00 7.950000000000000000e+02 4.706999999999999851e+00 3.468000000000000249e-02
4.939000009999999996e+00 8.605000000000000000e+02 4.706999999999999851e+00 3.468000000000000249e-02
5.000000000000000000e+00 8.345000000000000000e+02 4.668999999999999595e+00 3.504999999999999782e-02
6.000000000000000000e+00 5.243999999999999773e+02 4.097000000000000419e+00 4.084999999999999742e-02
8.000000000000000000e+00 2.459000000000000057e+02 3.225999999999999979e+00 5.120999999999999858e-02
1.000000000000000000e+01 1.354000000000000057e+02 2.624000000000000110e+00 6.006999999999999840e-02
1.500000000000000000e+01 4.475999999999999801e+01 1.725999999999999979e+00 7.645000000000000406e-02
2.000000000000000000e+01 2.014000000000000057e+01 1.213999999999999968e+00 8.712000000000000299e-02
2.671000000000000085e+01 8.923999999999999488e+00 8.112000000000000322e-01 9.657000000000000306e-02
2.671000001000000168e+01 2.851999999999999957e+01 8.112000000000000322e-01 9.657000000000000306e-02
3.000000000000000000e+01 2.103999999999999915e+01 6.854999999999999982e-01 9.983999999999999819e-02
3.180999999999999872e+01 1.801000000000000156e+01 6.291999999999999815e-01 1.014000000000000040e-01
3.181000000999999955e+01 3.421000000000000085e+01 6.291999999999999815e-01 1.014000000000000040e-01
4.000000000000000000e+01 1.875000000000000000e+01 4.472999999999999754e-01 1.064999999999999974e-01
5.000000000000000000e+01 1.024000000000000021e+01 3.170000000000000040e-01 1.100000000000000006e-01
6.000000000000000000e+01 6.195000000000000284e+00 2.358000000000000096e-01 1.116999999999999937e-01
8.000000000000000000e+01 2.762999999999999901e+00 1.444000000000000006e-01 1.120000000000000023e-01
1.000000000000000000e+02 1.463000000000000078e+00 9.780999999999999417e-02 1.102999999999999953e-01
1.500000000000000000e+02 4.560000000000000164e-01 4.750999999999999668e-02 1.038000000000000034e-01
2.000000000000000000e+02 1.993999999999999939e-01 2.804999999999999855e-02 9.715000000000000024e-02
3.000000000000000000e+02 6.353000000000000314e-02 1.305000000000000084e-02 8.623999999999999722e-02
4.000000000000000000e+02 2.917000000000000148e-02 7.510000000000000182e-03 7.803000000000000214e-02
5.000000000000000000e+02 1.641000000000000097e-02 4.867999999999999931e-03 7.163999999999999535e-02
6.000000000000000000e+02 1.048999999999999932e-02 3.409999999999999837e-03 6.651999999999999580e-02
8.000000000000000000e+02 5.425000000000000135e-03 1.936999999999999920e-03 5.863999999999999768e-02
1.000000000000000000e+03 3.386999999999999820e-03 1.245999999999999929e-03 5.278999999999999665e-02
