1.000000000000000000e+00 5.865000000000000000e+03 3.692000000000000171e+00 1.182000000000000065e-02
1.500000000000000000e+00 2.093000000000000000e+03 3.387000000000000011e+00 1.949999999999999997e-02
2.000000000000000000e+00 9.828999999999999773e+02 3.092999999999999972e+00 2.619000000000000147e-02
3.000000000000000000e+00 3.296999999999999886e+02 2.580999999999999961e+00 3.837000000000000133e-02
4.000000000000000000e+00 1.495000000000000000e+02 2.157000000000000028e+00 4.939999999999999947e-02
4.966000000000000192e+00 8.192000000000000171e+01 1.824000000000000066e+00 5.884000000000000341e-02
4.966000010000000131e+00 6.858999999999999773e+02 1.824000000000000066e+00 5.884000000000000341e-02
5.000000000000000000e+00 6.820000000000000000e+02 1.814000000000000057e+00 5.913999999999999813e-02
6.000000000000000000e+00 4.308000000000000114e+02 1.540999999999999925e+00 6.769000000000000017e-02
8.000000000000000000e+00 2.010999999999999943e+02 1.159999999999999920e+00 8.157999999999999974e-02
1.000000000000000000e+01 1.097000000000000028e+02 9.203000000000000069e-01 9.192999999999999783e-02
1.500000000000000000e+01 3.517999999999999972e+01 5.854000000000000314e-01 1.089999999999999997e-01
2.000000000000000000e+01 1.533000000000000007e+01 4.006000000000000116e-01 1.195999999999999980e-01
3.000000000000000000e+01 4.623999999999999666e+00 2.169999999999999984e-01 1.307999999999999996e-01
4.000000000000000000e+01 1.941000000000000059e+00 1.370999999999999996e-01 1.350000000000000089e-01
5.000000000000000000e+01 9.820999999999999730e-01 9.528000000000000358e-02 1.360999999999999988e-01
6.000000000000000000e+01 5.601000000000000423e-01 7.025000000000000688e-02 1.356999999999999873e-01
8.000000000000000000e+01 2.295000000000000095e-01 4.263999999999999735e-02 1.330999999999999961e-01
1.000000000000000000e+02 1.144000000000000017e-01 2.850000000000000103e-02 1.292000000000000093e-01
1.500000000000000000e+02 3.228999999999999926e-02 1.340000000000000045e-02 1.192000000000000004e-01
2.000000000000000000e+02 1.327000000000000055e-02 7.748999999999999812e-03 1.103999999999999981e-01
3.000000000000000000e+02 3.917999999999999608e-03 3.533999999999999815e-03 9.682999999999999940e-02
4.000000000000000000e+02 1.719000000000000042e-03 2.010000000000000068e-03 8.709000000000000075e-02
5.000000000000000000e+02 9.397999999999999670e-04 1.293000000000000095e-03 7.968000000000000083e-02
6.000000000000000000e+02 5.900999999999999778e-04 9.007000000000000466e-04 7.381000000000000061e-02
8.000000000000000000e+02 2.999999999999999737e-04 5.083000000000000495e-04 6.490999999999999548e-02
1.000000000000000000e+03 1.865000000000000067e-04 3.258000000000000045e-04 5.840000000000000052e-02
